title,reviewer,travel_root,text,flight_type,rating,travel_date,reviewed_Date,Legroom_rating,Seat comfort_rating,In-flight Entertainment,Customer service,Value for money,Cleanliness,Check-in and boarding,Food and Beverage
Great experience,Illusseries,New Delhi - Mumbai,"I always take this flight for domestic travel. Overall experience is great. Everything from food, to assistance to luggage handling is good.",Domestic,5.0,January 2019,24 January 2019,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0
Customer friendly,Ritesh Gvalani,Mumbai - New Delhi,"My first experience with Air Vistara was amazing. I had taken a return ticket BOM-DEL-BOM.. Excellent Hospitality, Great food.. Amazing Customer services.. Hassle free checkin process Hassle free baggage handling... On time Departure and Arrival... Salute the another TATA product...",Domestic,5.0,March 2018,23 January 2019,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0
Incompetence beyong belief!!,John S,Kolkata (Calcutta) - Kochi (Cochin),"I do not know what the flying experience is because we never got to fly! We were told on arriving at the airport that our flight was cancelled. I confirmed our flight  weeks before traveling so assumed all was well,,, how wrong I was!. No sms, no email nothing. We lost an entire day, spent most of the day with staff who could nt care any less . We were told we would receive a credit for our flight with 10 days, that was 3 weeks ago so I probably won't see that either. My suggestion to Vistara, is that you need more than a fancy logo to be a great customer experience company. Just woeful!!",Domestic,1.0,January 2019,23 January 2019,N/A,N/A,N/A,1.0,N/A,N/A,1.0,N/A
2Kgs extra on check in baggage and made me shift to hand baggage,nzvik,New Delhi - Bengaluru,"Wouldn't fly again. 
Vistara had some promotion and Premium economy was cheaper than economy. Premium economy allows 20kg check in bag allowance and 10kg cabin with a laptop extra. I had excess 10Kg for check in so bought it in advance (by the way the 10kg excess baggage cost was as much as the premium economy fare) 
Turned up at the airport and my check in was 33kg and my cabin including laptop was 8kg.  Silly rules - they made me move 3 Kg from check in to cabin - all of it went on the flight anyway. 
I guess common sense can be lacking and they ensured I never fly Vistara again or bother with their premium economy which is just marginally better than their economy.",Domestic,2.0,January 2019,23 January 2019,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0
No. 1 in india,Harish Goyal,Ahmedabad - New Delhi,No. 1 airline in india. Crew boht achha hai. Customer service achhi hai. Ground staaf and aircraft crew har time help krta hai agr koi problem hoti hai to. Best airline is india. Har time main vistara he book krta hu.,Domestic,5.0,N/A,23 January 2019,5.0,5.0,5.0,5.0,5.0,N/A,N/A,N/A
A Comfortable Flying Experience,Jagmohan Singh D,Chandigarh - Chennai (Madras),"Our very recent journey from Chandigarh to Chennai all through on Vistara flights has been an excellent experience because of the hassle free travel comfort which did not leave you cramped at till the destination. And,yes it was our first experience on this Airline which did not disappoint in the least.",Domestic,4.0,January 2019,22 January 2019,5.0,5.0,N/A,5.0,5.0,5.0,5.0,4.0
good experience,rchethan,Bengaluru - New Delhi,"on time and good in the class.he entire experience with the family travel is good,comfortable and decent meals.",Domestic,4.0,December 2018,22 January 2019,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
Awesome experience,lasoins,New Delhi - Genoa,Vistara is the best domestic airlines. The hostesses are courteous. Overall very nice experience. The journey was comfortable.,International,5.0,June 2018,20 January 2019,4.0,5.0,N/A,5.0,5.0,5.0,5.0,5.0
The best domestic airline in India,Aditya K,New Delhi - Mumbai,"Simply the best for domestic flights in India. Seats are wide and comfortable, with a good amount of legspace. The seats are leather wrapped, even in economy. The food is nice. Entertainment content is streamed to a WiFi compatible device.",Domestic,5.0,December 2018,18 January 2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
"The services, food, upholstery, cutlery all made me nostalgic.",Kalyan Panja,Kolkata (Calcutta) - Guwahati,"It has always been nice experience in flying in Vistara. First time I had booked in the economy class it was a nice experience and I could feel traveling in air as in those days a decade ago when flying was a premium experience. The services, food, upholstery, cutlery all made me nostalgic. Second time I had booked an economy class it was upgraded to the highest level even without requesting them and once again there was absolutely nothing to complain about.",Domestic,4.0,April 2018,17 January 2019,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0
Mesmerizing.......,sheikh Irshad Ahmad,Srinagar - New Delhi,"A respectable response from everyone on board. I wish I'd the same airlines to my destination,Qatar.",Domestic,4.0,December 2018,15 January 2019,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0
Growing on me Vistara,Amit M,New Delhi - Mumbai,"Vistara my first flight 4 years ago to now , consistent and there is some feeling of luxary , cant define but there.. Some thing special over all a great joy of flying",Domestic,5.0,December 2018,15 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Best Service,Manish,New Delhi - Bengaluru,"I had a very nice journey last week when I was coming from delhi, Ground staff & cabin crew were so helpful and nice with me as I was not feeling well. They had given me medicine in flight and continuously asking about how I am feeling. I am happy with the service, and suggest the people who are travelling to take Vistara flights.",Domestic,5.0,January 2019,15 January 2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
NO:1 AIRLINE OF INDIA,ASHOK A,Mumbai - New Delhi,"On 03/JAN/2019 , due to fog  and bad weather all airlines flights to Delhi were delayed , so as our flight  . But Check in staff was cooperative and couteous they offered us seats in earliest available another Vistara flight , which made us reach on time.
Inflight meals was very good and staff was smart and courteous.",Domestic,5.0,January 2019,15 January 2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Best Indian airline!,Timothy D,Bengaluru - New Delhi,I read the positive reviews before flying and can now say that they were all true. This airline stands out in India! The ground and inflight crew were extremely friendly and the food was actually good.,Domestic,5.0,January 2019,15 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
World best flight service,421vikasm,New Delhi - Kochi (Cochin),In November I traveled from Delhi to Cochin by vistra. I traveled first time in vistra. When I entered in flight first I saw the seat is to good very comfortable and services are very high level... Thank you vistra,Domestic,5.0,November 2018,15 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
If you are looking for an airline that provides best of the flying experience in India then fly Vistara,Sunshine,Bengaluru - New Delhi,I will keep this short  and crisp. This is the best airline to fly with in India. Also they have special provisions for women passengers travelling alone. All you need to do is to ask for assistance. Believe me you will be delighted by the service.,Domestic,5.0,September 2018,15 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Good airline horrible staff,Manoj Kumar,Kochi (Cochin) - New Delhi,"We flew in to Delhi from Kochi with my parents and family. Our flight experience was amazing. Wonderful air hostess and excellent service.

What made me to write terrible review was the experience we had once we landed in Delhi.

My father who is unable to walk needed wheelchair, we had requested this in Kochi were he was provided one. Once we landed I requested same at the gate, staff showed us the list and said there is no wheel chair request for us so we can't get. They told us to go out and we will get vistara wheelchair there at the door.

My father dragged himself out only to find that there is no wheelchair. I found Air India staff carrying wheel chair and I requested him if I can use it? Staff told me to go back to the aircraft door and request Vistara staff to arrange one.

When I went back all hell broke. Staff got very upset at me when I told there is no wheel chair outside and why they let my father to walk that far knowing no Vistara wheel chair service at the door.
Angry ground staff threatened me to call police and beat me up. They told me that they are on duty and can harm my physically. It was the worst experience I ever had.

I came back to the door, requested again to Air India employee to carry my father and at the airport I complained to manager on duty. She took my details, promised me to look at the incident and apologized for the experience we had. So far I have not heard back from her or anyone else from Vistara. 

I made multiple calls to find out what was done in this regards? I sent mails but still waiting for the response.

I am wondering how staff can treat us in such a bad way, how they can force my father to walk who is sick and unable to walk more than 5 feet. Why they don’t think that helping sick person is their responsibility and why they can threaten a passenger with beating and harming physically?

Does this shows Tata Quality? I took Vistara for one reason only, that was Tata name and Quality. 

Totally disappointed at the expense at airport and on management as so far no update or action on my complaint. Seems management don’t care and they are complacent",Domestic,4.0,January 2019,13 January 2019,4.0,4.0,N/A,1.0,3.0,4.0,1.0,4.0
Business class - great experience,Anjali,Pune - New Delhi,"The hostesses treat you with so much of respect and make you feel special. They serve you welcome drink as soon as you are seated. You get a choice of hot or cold towel. You are shared a food menu card and they ask you for your preference. 
Mocktails they make is very tasty and you can order more than one.

The seats are comfortable with pillow & blanket in case you need. Overhead storage is more than adequate as the seats are less compared to the economy section. 

The inflight entertainment you can use on the phone provided you have the app downloaded.
By the time you reach the terminal and to the baggage carousel your wait for your baggage to come would hardly be 3 to 4 mins, which is highly appreciated.

A world class domestic airlines.",Domestic,5.0,January 2019,13 January 2019,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0
Vistara,Esther S,Varanasi - New Delhi,Wow! My husband is 6 feet 2 inches and there was plenty of leg roo. For him.  The plane was clean and the flight attendants very friendly!  Totally enjoyed this trip!,Domestic,5.0,January 2019,12 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
No jacket hangar and disinterested airhostess,Sanjay K,New Delhi - Mumbai,Its worse than indigo as some times the service is good and sometimes u get a disinterested air hostess . The premium economy is always cramped and u neber have enough space for bags.in addition they sometimes decline even taking your jacket to hang...overaall its indigo with better food...but unlike indigo service is unpredictable,Domestic,4.0,N/A,11 January 2019,1.0,1.0,1.0,4.0,N/A,N/A,N/A,N/A
The preimum economy is cramped no jacket storage,Sanjay K,New Delhi - Mumbai,Disappointed as they don't have space for jackets. Essentially the premium economy is like Indigo but with better food. If you are flying to eat then vistara is good but if you have a hostess like the one i did on 11th Jan flying to Mumbai....you will like Indigo...ladt two times they hung the jacket now its only for business class apparently.,Domestic,2.0,N/A,11 January 2019,1.0,1.0,1.0,2.0,2.0,N/A,N/A,N/A
They should maintain this standard,Shalini S,New Delhi - Kolkata (Calcutta),"The carrier is good and after a long time flying is a pleasure.

Aircraft is good, attendant are nice, food is good.

They should get more sectors and once in a while serve Starbucks French press in economy 😁

But most important they should continue the good job and maintain standards of service and security both of the planes and the staff.",Domestic,4.0,N/A,10 January 2019,4.0,4.0,2.0,4.0,4.0,N/A,N/A,N/A
Best Domestic Carrier In India,travelgurudoctor,New Delhi - Varanasi,"Definitely a cut above !
We flew on many domestic flights during our visit to India and this airline proved superior in every category.
They are partnered with Singapore Airlines and it shows.
Other domestic carriers (worldwide) could learn from them.",Domestic,5.0,January 2019,10 January 2019,5.0,5.0,N/A,5.0,5.0,5.0,5.0,5.0
Impressed,murtis430,New Delhi - Mumbai,This was about a 1.5 hour flight. They actually served us food and beverage. A few american airlines should take note of service. We can't get a cup of water on a 3 hour flight!,Domestic,1.0,December 2018,10 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Absolutely Convenient,Atlantic_Traveller,Mumbai - Amritsar,Travelled first time from Vistara and believe me it was one of the great flights. The leg space is amazing. The food (provided free of cost) was also delicious. The staff was very friendly. A must recommend and love to fly again soon.,Domestic,5.0,December 2018,10 January 2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Horrible customer service and harrasement,Nav G,Bengaluru - New Delhi,"I had a confirmed ticket from Bengalaru to New Delhi. After a long day, when I reached the airport early to sit and relax, I didn't know I had to dealt with the worst customer experience and harrasement by Mr. Nayyar (the airport manager) and his staff. 

First my check in was blocked at the kiosk, so when I approached the counter, the ordeal begin. They had oversold the tickets so they asked me to give my seat and fly next day. Even though I refused politely, they continued to harass for the next one hour. Mr. Nayyar finally said, just get out from here and refused to give me boarding pass.

Just pure mismanagement and harrasement. Avoid at least flying from Begalaru airport.",Domestic,1.0,January 2019,10 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Food,AC19,Bhubaneswar - New Delhi,"Normally Vistara is known for good food ,served hot and neatly packed. I love to travel as Vistara is best as far as food is concerned. Normally they serve Aam-Doi ( Mother dairy) for dessert, but last week  they served very sweet ( too much sugar) dessert items.
Please take care of diabetics!",Domestic,4.0,January 2019,9 January 2019,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0
WORST Customer Service,Radhika N,Bengaluru - New Delhi,"Had the absolute WORST experience with this airline today. Had 2 business class tickets to Delhi. Called their customer service the day before to confirm baggage allowances and their agent (Mohit) clearly told me since I was going to DC after a 3-4 day stay in Delhi, the allowance would be 32 Kg per suitcase per passenger. Confirmed with him twice and packed accordingly. Got to the airport and they said that unless I travel on an international flight within 24 hours of my reaching Delhi, the baggage allowance is only 30 kg (total) per passenger!!!! Totally not what Mohit told me the day before. Vistara confirmed the call and admitted that the guy never mentioned the “24 hour” travel rule YET did nothing to accommodate me or my daughter. They ruined our plans to Delhi, messed up my mood and made me
Miss my flight. The manager (Trilok N)was of ZERO use and did absolutely nothing to accommodate us. I offered to pay for half since I would assume some responsibility as I should have checked their website and not taken their agents word, she just stood there and was on her phone and ultimately made me miss my flight. The worst part they just don’t need give a damn. Totally not customer friendly and I would not recommend this airline to anyone. Worst experience in India so far and that too from an airline that advertises themselves as a friendly, new, customer oriented airline. All BS!! I will make sure the upper management heads about this nonsense and the inconvenience they caused us. 

WORST CUSTOMER SERVICE!!!",Domestic,1.0,January 2019,8 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Classy airline,William,New Delhi - Varanasi,With Singapore Airlines as co owner one would expect this to be a great way to travel. Vistara adds the finishing touches to ordinary service and ordinary flight crew uniforms.  Very well done with a relatively new Airbus A320 kept in like new condition. Hard to believe this is an economy airline. Highly recommend,Domestic,5.0,N/A,8 January 2019,5.0,5.0,N/A,5.0,5.0,N/A,N/A,N/A
Delay due to Fog in Delhi,Ajay Kacker,Lucknow - New Delhi,"Recently flew from Lucknow to Delhi.

Flight was delayed due to Fog in Delhi.

Refreshments were given due to delay.

The inflight snack of sandwiches can do with a regular change as the sandwich can get a bit monotonous.

Service, take off and landing was good.",Domestic,4.0,N/A,3 January 2019,4.0,4.0,4.0,3.0,4.0,N/A,N/A,N/A
Convenient and value for Money,snehalmehta16,Mumbai - New Delhi,"Flying for the first time with Vistara, I found this airline to be value for money as compared to JetAirways for Domestic travel as it has big aircrafts, space is also pretty good and meal provided is also good quality and tasty.",Domestic,5.0,January 2019,3 January 2019,4.0,5.0,N/A,5.0,N/A,N/A,N/A,N/A
Travel by Vistara,tyagirakg,New Delhi - Pune,"Once again I have travelled with family by Vistara and found excellent experience. The plane, service, staff everything was up to the mark. A very comfortable and enjoying flight. Full mark to internal staff.",Domestic,5.0,December 2018,3 January 2019,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
Excellent airline,Satisharma,New Delhi - Goa,This was my first time with Vistara and I am a fan. Courteous and professional ground staff as well as cabin crew. Will definitely choose them over other airlines in the future.,Domestic,5.0,December 2018,2 January 2019,5.0,5.0,3.0,5.0,5.0,N/A,N/A,N/A
Vistara ground staff need additional training and knowledge,Travelerglasgow,Amritsar - New Delhi,"My wife and I were flying from Amritsar to Delhi to connect our onward flight to Dubai and Glasgow (business class). Firstly the ground staff refused to check our baggage all the way to Glasgow that meant that we had to collect our baggage in Delhi and check in again at Emirates desk. Emirates and Vistara are partner airlines according to Vistara in flight magazine. 
Secondly the ground staff refused to accept that our baggage allowance in the business class was 40 kg per person and quibbled about our total baggage was 9 kg over our allowance (20 kg per person). The check in staff including the manager spend 10 minutes perusing through our itinerary. We spent our 30 minutes at the desk checking in.
According to Emirates this should not have happened and mentioned that they could not comment or take up the issue with Vistara",Domestic,3.0,December 2018,1 January 2019,5.0,5.0,N/A,1.0,2.0,4.0,1.0,3.0
Best Airline Company in India,Sarthak Aggarwal,New Delhi - Bhubaneswar,"Tata reliable and Singapore advancement both make this airline the best airline of india, best service meal and inflight entertainment",Domestic,5.0,November 2018,31 December 2018,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
memorable flight,Amit D,Mumbai - New Delhi,"very good flight on time departure on time arrrival in delhi .. 

good jain food was an advantage ... willtravel again...",Domestic,5.0,June 2018,31 December 2018,5.0,5.0,N/A,5.0,5.0,5.0,5.0,5.0
Value for money experience,Happiness563828,Bengaluru - Ahmedabad,A very good experience  right from check in to arrival. Neatly and smartly dressed staff with courteous smile and helping attitude. One feels to travel again and again. Aircrafts are also well maintained with good interiors and you get a class experience and value for money.,Domestic,4.0,December 2018,30 December 2018,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0
Very sequenced flight entry. Comfortable seats and snacks. Plane took off and landed quite smoothly.,arun a,Amritsar - Mumbai,Comfortable seats and snacks. Plane took off and landed quite smoothly.. very clean interior and adequate light. Temperature maintained was great,Domestic,4.0,December 2018,28 December 2018,3.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0
Best in Class Service. Excellent Loyalty Benefits,Sharad Jaiswal,Mumbai - New Delhi,"This airline is highly organised whether on ground or in the air. The Web Portal & Mobile apps are very user friendly and easy to use for bookings, Check-in and Loyalty Management.
The Loyalty program and benefits of booking directly through Airline Web portal are amazing. Faster boarding, Priority Luggage handover, extra baggage, regular Free flight / Lounge / Upgrade vouchers on achieving milestones. This is the best Airline Loyalty I have experience so far and one can actually see and feel the benefits of being loyal.
The airline staff is highly professional and organised including the way boarding is managed to how the passenger services are handled in-flight.
Food is excellent, with changing variety from frequent flyers perspective and high quality and taste. The presentation is excellent.
The safety and security which the airline gives a feeling of is unmatched. Once had an experience of a highly turbulent flight during a dust storm while landing at Delhi airport. The way the pilots and crew handled the situation was amazing.
All in all, the best airline experience anywhere in the world especially for a domestic airline",Domestic,5.0,December 2018,27 December 2018,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
Short and sweet flight,Ajay Kacker,Lucknow - New Delhi,"Flew on the Lucknow to Delhi flight of 6pm.

Small delay of 15 odd mins at start which was made up by landing on time.

Smooth take off and even better landing.

In flight service of veg and non veg sandwiches was great.

Comfortable seats

Professional service",Domestic,4.0,N/A,27 December 2018,4.0,4.0,4.0,4.0,4.0,N/A,N/A,N/A
"Poor app interface, sleepy sounding pilot",SnoopyDelhi,New Delhi - Kochi (Cochin),"Once again, a poor experience on Vistara. While the check-in, onboarding was smooth, I found that the Vistaraworld App interface was really poor and unresponsive. It seems ages behind what several other airlines seem to offer. The inflight experience was fair on most aspects except the pilot announcements which sounded really bizarre, almost as if the pilot was sleepy or groggy, making his speech incomprehensible. Professional airlines pay a lot of attention to such little things, which Vistara seems to have ignored. The air conditioning was below average and the cabin was warmer than my expectations throughout the flight. The departure gate at the Delhi T3 was quite far too, leading to quite a long walk from the entry to the departure gate. The inflight food was average, the seats satisfactory for the class and the crew professional. The flight performance was on time. I found nothing exemplary in the overall experience to prefer Vistara over any other airline - it's just another airline amidst the so many available.",Domestic,3.0,December 2018,25 December 2018,3.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0
Nice Flying Experience,Georgio Valentino Rayala,Kolkata (Calcutta) - Chennai (Madras),This is the first time I was flying on the Vistara airline and my experience had been good. I took the flight from Kolkata to Chennai and it is on time at both arrival and departure. The seating is very comfortable and the food tasted good. The flight was clean and the staff were efficient.,Domestic,5.0,August 2018,25 December 2018,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0
"Nice crews, can we have more flights on more paths",Vandit P,Ahmedabad - New Delhi,One of the finest fruit platter I have. The crew is very nice on all fronts. Again let us have more flights to fly across India,Domestic,5.0,December 2018,24 December 2018,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0
Good airline,som,New Delhi - Goa,"Have flown them a few times now and compared to some of the other operators in India they maybe in the top three. However, it’s no where close to Singapore Airlines, with whom they have a joint venture. The difference is that the service is mechanical versus SA, where one feels individually pampered. This time the flight was delayed in departing from Delhi, though the weather was fine.",Domestic,3.0,December 2018,24 December 2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nice fresh and cool crew and super hot food,VinSLovs2Travel,Mumbai - New Delhi,"Nothing beats Vistara in terms of enthusiatic crew and service. The food as always super hot and if you convey in advance (like i do for my fruit platter), I get that on priority :) Awesome service, nice new planes with refreshing inflight lightning and pleasant music,",Domestic,4.0,December 2018,24 December 2018,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
Need this airline to grow,Abhay R,New Delhi - Mumbai,"How many choices one has today? Jet sick food all facilities withdrawn, Air India only veg and delays without reasons, Indigo arrogant, SpiceJet pathetic aircrafts. Redemption of airlines can happen only if Vistara grows. Flying premium economy gives a feel of business class. Legroom,food quality, Service everything that you expect from a premium airline. The rates are also competitive. Love this airline. Only problem is it's not connected enough.Hope they survive and grow!!",Domestic,5.0,December 2018,23 December 2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Premium Economy,Amit Joshi,New Delhi - Mumbai,"It was Sheer Delightful Experience having got chance fly on their Premium Economy , Excellent Customer Services , Great Food , Beautiful Ambience of aircraft one of best no words Vistara is always be first choice to fly on, Keep on good work and Look forward Flying with you in Future too",Domestic,5.0,December 2018,23 December 2018,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
Lowest Fares with decent Free Meals!!!,Michael,New Delhi - Bengaluru,"Like most Tata Products and Services, Vistara too stands out in the Crowd.

The first thing that delighted me was the rock bottom fare inclusive of Food!!! 
I was initially thinking the food since free might be some packaged chips and biscuits BUT It was a proper Breakfast!!! Loved It and Thank you... 
For travellers like me who cant afford the outrageously priced food both at the airport and in flight, this was a blessing considering that you have to reach the airport min 120 mins in advance + travel time from home to the airport - and the minimum 2.5hr flying time its too long for anyone to not be hungry.

The next was the care taken in design and look and feel of EVERYTHING - from the boarding passes to the Aircraft Body Graphics, Amazing Choice of Colors!! the Brilliant Logo.

After travelling in such crammed aircrafts Vistara was such a blessing, Vistara does not make you feel that if you cant afford expensive tickets you must travel like piled up caged chicken.

It was a really great experience!! Hope you dont compromise in the future... Else i will not delay in sharing that too online... 

Thank you..",Domestic,5.0,November 2018,22 December 2018,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0
Very Professional,Anthony M,New Delhi - Varanasi,"Great flying experience with Vistara on both legs of our flight. Right from check in to luggage collection. Very professional courteous staff, clean modern planes. Would highly recommend them.",Domestic,5.0,November 2018,22 December 2018,5.0,5.0,N/A,5.0,5.0,5.0,5.0,5.0
Very nice and comfortable experience !!,Bhargav Nimbark,Bengaluru - Ahmedabad,"Very nice and comfortable experience !! Great food, supportive staff, ontime service. good check in experience.",Domestic,5.0,December 2018,22 December 2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
not for tall people,LaPaj,Kolkata (Calcutta) - Chennai (Madras),"Not being able to get an economy seat with extra leg room (e.g., exit row), I upgraded. Little did I know that there were 3 classes of seats on this small airplane. What turned out to be premium economy didn't seem to have any extra legroom, although the gate agent claimed it did and that putting my seat back into another position would help my leg room. Despite having to stick my legs into the aisle, the 4 seats with extra leg room at the front remained empty.",Domestic,3.0,December 2018,22 December 2018,1.0,1.0,N/A,1.0,1.0,4.0,3.0,3.0
Best Domestic Airline,anandkartaj,New Delhi - Varanasi,"I have very limited words to describe the experience I had on my flight in Vistara airlines. Courteous staff, varied in flight snacks and on time flight schedule are the most attractive features of these airlines. Superb and relaxing seats. Highly professional staff. Most recommended flight to travel in India.",Domestic,5.0,December 2018,22 December 2018,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Best domestic Indian airline,Charu S,New Delhi - Mumbai,"I had a superlative experience traveling this morning 22nd dec from Delhi to mumbai on UK 975 at 6 am
Due to the delay in entry because of long queues I only made it to check in at 5 am which was the cutoff for bag drop off. When the ground crew  found out they immediately bumped me to the front & checked me in  

They also honoured my international travel the same day & allowed me the 23 kg checkin. Which other domestic airlines make a big fuss of.this is a huge step for an airline & I appreciate vistara for it.

The flight crew was attentive & professional.  And helped me find a spot for my luggage .

Service staff was non intrusive when they gently woke me up for complimentary breakfast 

Everyone wished so smoothly like 1 team. Shout out to all the staff on this flight. You made my air travel so pleasant.

Many many thanks & with gratitude 

I will definitely pick you over other domestic airlines next time I travel & also let my friends know about your high quality of service 

Charu",Domestic,5.0,December 2018,22 December 2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Very good,inder95,New Delhi - Mumbai,"Very professional staff, courteous, ready to help, good service, much more professional in Outlook than some of the other prominent airlines

Very delicious in flight meals and attentive staff.

Price a bit higher but worth it

Highly recommended",Domestic,5.0,N/A,21 December 2018,4.0,5.0,3.0,5.0,5.0,N/A,N/A,N/A
nice experience,aloke p,New Delhi - Bengaluru,"i liked the orderliness of the airline,it's cleanliness and the quality of the service - in and off flight. in particular,the talk from the cockpit was informative and not cursory as is customary in most airlines.
the food was good and well presented,the tea and coffee were fragrant and strong and the hostesess friendly and very helpful. not much clutter in the magazine pouches,the seats comfortable and the craft and toilets clean.
i've flown vistara before and am happy that they live up to their promise everytime!",Domestic,4.0,December 2018,20 December 2018,4.0,4.0,N/A,5.0,5.0,4.0,5.0,4.0
TRAVEL WITH A SMILE ON VISTARA,ritenk2015,New Delhi - Bengaluru,"Vistara is by far a very steady Airline.Passenger whether a celebrity or a simple Senior Citizen,Each one is treated with utmost courtesy.Comfort,discipline and Courtesy are
of a high order.There is adequate leg room,schedules are followed,and there is no crisis at any point of time.

Staff on board and on ground all seem to be motivated.They do not seem to be pestering for effect,they are genuinely polita and concerned.",Domestic,4.0,October 2018,20 December 2018,N/A,4.0,N/A,5.0,5.0,5.0,5.0,4.0
Great food in Economy Class,ankitg1,Mumbai - New Delhi,Greaf food was served with efficient service on my trip from Mumbai to Delhi on 20th December 2018 on Air Vistara.,Domestic,5.0,December 2018,20 December 2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YES.YES.YES - AMAZING CUSTOMER SERVICE - AJU AND AKHIL (COCHI) WERE AMAZING,Sarah Moore,Kochi (Cochin) - Chandigarh,"Never written a review for a airline in my life, but had to leave one for this one after the amazing service I received. I was traveling alone in India for business. As a female, this wasn't the most comfortable experience. I had to go from Cochi to Chandigarh to see a vendor so I booked this flight at the last minute. This visit was very important so I deliberately chose this airline over some of the others in the country because I read that this airline was fairly reliable and I couldn't afford a canceled flight. When I got to the airport I learned about the weight limit for carry-ons. I begged and pleaded (like an entitled a-hole when I think about it in hindsight) for them to make me an exception because I had work materials and several other important items that I NEEDED for my vendor visit.. I offered to pay for the bag but they said they really weren't able to allow weight overages in economy class. They could only do so for business class customers. AJU AND AKHIL spent what felt like . hours trying to help me get an affordable business class . We weren't able to find any that were affordable, but they tried just about every thing they could to ensure that my bag was tended to. In the end they put special labeling on my bag, personally escorted me through the baggage process, and did virtually everything they could to make sure my bag made it to my final destination. This really meant a lot to me, given the circumstances. I've never seen service like this at an airline. I am so glad I traveled with them and not another carrier. The actual flight was great - organized boarding, great snacks, friendly airline attendants, and easy flight. This was so comforting and calming to me during a stressful time. Will definitely be flying with them again because I know that their service is impeccable and that if anything goes wrong they will do everything they possibly can to make it right. HIGHLY RECOMMEND.",Domestic,5.0,December 2018,20 December 2018,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
Excellent Airline,Ravindra57,New Delhi - Hyderabad,Excellent service. Hostesses are very polite and always ready to serve with a smile. Found it always on-time so far. Well maintained aircraft too.,Domestic,5.0,December 2018,20 December 2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Very good experience with Vistara airlines entire family enjoyed their good Hospitality and service,geethasmg,Bengaluru - New Delhi,"We flew to Delhi in Vistara airlines and we were very happy with the kind of service and the hospitality the air hostesses gave us. My 7 yr daughter got a lot of pampering from them and she enjoyed reading the helpful comic given by Vistara team,explaining their rules and responsibility with in the flight you need to take. The food was awesome. They were giving the shawls and making every passenger so comfortable with out getting irritated for multiple queries which other passengers were having.  I was so pleased with the entire experience I had. If you book ahead you will get the tickets for good price as well.",Domestic,5.0,October 2018,19 December 2018,4.0,4.0,N/A,5.0,5.0,5.0,5.0,5.0
Amazing in flight welcome and service,bobby s,New Delhi - Ahmedabad,I traveled on Air Vistara on 15th December from Delhi to Ahmedabad.  This was my first time to experience the hospitality of Air Visatara.  Believe it was amazing flight and brand new aircraft.  Moreover the welcome and inflight food and service was comparable to the best in the world.,Domestic,5.0,December 2018,18 December 2018,5.0,5.0,N/A,5.0,5.0,5.0,5.0,5.0
