title,reviewer,travel_root,text,flight_type,rating,travel_date,reviewed_Date,Legroom_rating,Seat comfort_rating,In-flight Entertainment,Customer service,Value for money,Cleanliness,Check-in and boarding,Food and Beverage
Mental Stress - Air India Express Flights,Navigator09134319257,Bengaluru - Hyderabad,"This is the third time I’ve booked flights with Air India Express, and every time the flight has been delayed. These delays caused me to miss connecting flights and lose a significant amount of money. It’s frustrating that they seem to delay flights by exactly 2 hours and 55 minutes, just short of the 3-hour mark that requires full compensation (as per their policy). Losing money is one thing, but the mental stress of receiving last-minute delay notifications—often in increments of just half an hour—is unbearable. It’s disappointing to see a Tata-owned company operate this way; it’s truly shameful.",Domestic,1.0,December 2024,17 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Extremely poor service,Amit B,Bengaluru - Bhubaneswar,"Pathetic staff, instead of sorting an issue they just walk away. Announcement on aircraft arrival was incorrect, the staff makes wrong promises, poor customer service. Aircraft quality is also bad, do not recommend",Domestic,1.0,December 2024,16 December 2024,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0
Outstanding Services enjoyed!,awahabkk,Kannur - Sharjah,"Being a senior citizen under a medical treatment, the special attention and services that I received right from my checkin staff Shehina, (who handle my requirements very professionally) to the Wheel chair staff Saritha (who enjoyed serving her passenger fully complying her obligations) had been exemplary. It does inspires & motivates me to increase my travel frequencies enjoying Air India express service. Thank you Air India Express for your special care for Senior Citizens.",International,4.0,December 2024,14 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The most worthless and the most ill-treated,Hossein A,Mangalore - Muscat Governorate,"Racist airline
Because all the rules only applied to foreigners and it was as the locals were like the airline itself, 
The most worthless and the most ill-treated",International,1.0,December 2024,14 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AIR INDIA EXPRESS MEANS NO TIMS SHEDULES SO MAY SURPRISES DELAYED YOUR FLIGHT,Departure59623252681,Bengaluru - Ranchi,Every 30 min they sending messages your flight is delayed by 25min worst service ever I seen. Please avoid as much as possible better go by other air or else go by train bus but not with air india express. 🤯🤯🤯🤯🚫,Domestic,1.0,December 2024,14 December 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
First and last flight of air india,Freedom65155332395,New Delhi - Kolkata (Calcutta),"Worst flight experience ever, flight was delayed 6hrs and I baggage was lost by the air lines and I got the baggage after 3 days from my arrival day. Was my first flight with air india and will be the last even the staff were not good with the people.",Domestic,3.0,December 2024,13 December 2024,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0
Poor service,Pawan Agarwal,Mumbai - Jaipur,"I recently flew with Air India Express and had a very disappointing experience. I had specifically pre-booked an emergency exit seat, paying extra for the added legroom. However, upon boarding, I was informed that my reserved seat had been given to someone else as the aircraft has changed.

The staff was unhelpful and showed no accountability when I raised the issue. Instead of offering a resolution, I was given a standard seat, which was incredibly uncomfortable for the long flight. What’s the point of offering a seat selection service if it isn’t honored?

This lack of professionalism and poor customer service has left a bad impression. I expected much better, especially when I had paid for a specific service. I will think twice before flying with Air India Express again.",Domestic,2.0,December 2024,12 December 2024,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0
Not satisfied,Mobile45030411219,Sharjah - Vijayawada,"I chose Air India Express to visit my destination, All the Airhostess were very friendly and had marvelous service, but in Vijayawada, I suffered, I received my luggage damaged and I requested all the ground staff of Air India Express no one gave me a priority to fix my luggage since morning like 8:30 I make my complaint about my luggage one of your staff called Ranjit he miss behave me in public place which makes my whole trip under the darkness he directly blamed me that I am lying to the staff that I didn't inform them, maybe he saw me alone girl that’s why he behaved. His behavior touched my heart. Give him training in customer service.👎",International,1.0,December 2024,11 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst Airline,Daydream07493016344,Bengaluru - Srinagar,"One of the worst airlines I have ever travelled to, Their staff is very unprofessional and the way they treat their passengers is very pathetic. Their ground staff are very rude especially in Bengaluru terminal 2 Airport. Air India Express disappointed  me yesterday a lot and I have decided I will never travel to this airline. And will never recommend this Airlines to anyone",Domestic,1.0,November 2024,11 December 2024,N/A,N/A,N/A,N/A,1.0,N/A,N/A,N/A
Worst experience ever,Jyothi P,Bengaluru - Kochi (Cochin),Booked Air India Express from Bangalore to Kochi to attend a wedding event. Flight was supposed to be at 3:50 PM and it finally flew around 10 PM in the night making us miss the pre wedding events. What is worse is - No one gives u any update at the counter and keep saying our supervisor will come and address in few min which never happened. Every time we go and ask at counter they said in 10 min flight will come and we will board - this was response from 4:30 pm onwards. We were travelling with kids and it was so difficult to spend the day in airport leaving offices and schools only to get delayed. They made us change gates just to distract us and brought us back to same gate to just create some diversion. Never going to fly in Air India Express.,Domestic,1.0,December 2024,9 December 2024,N/A,N/A,1.0,1.0,1.0,N/A,1.0,1.0
Worst experience,Cruiser11322761667,Bengaluru - Imphal,"The worst experience in my whole journey please don't choose Air India X 😖 worst service , cancellation and delays! WT nightmare",Domestic,1.0,December 2024,9 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
very very bad,Resort53661240650,Hyderabad - Jeddah,"Worst Airways service every have seen ,i book wheel chair for my mom on ticket 15 days before but no service provided  . it's  not  recommended this airways .they don't give value to customers .",International,1.0,December 2024,9 December 2024,N/A,N/A,N/A,1.0,N/A,N/A,N/A,1.0
Do not chooses air india X,Shashi K,Ranchi - New Delhi,Flight is delayed by 7-8 hours and no communication was being done and I missed by international flight from Delhi to Amsterdam.,Domestic,1.0,December 2024,8 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Delay in flight and no accommodation or any help from the staff,Nitika S,Abu Dhabi - Bengaluru,"Awful service.. kept informing us about the continuous delay in batches.. we had to wait to wait on airport for more than 7 hours for flight confirmation. No ground staff was available until 5 mins for check in. Even when the staff came there was only one person Amit Soni and when we asked him to give us some place to stay or rest since we were travelling with our child, the rude liar person told us that we have place reserved after immigration. He refused to give me his number saying airline policy but actually he just wanted to wash his hands off the situation. After passing the immigration there was no arrangement at all.. it is evident why this person has changed his username on Instagram 6 times…. we literally suffered through whole night and airline staff was no where to help..",International,1.0,December 2024,8 December 2024,N/A,N/A,N/A,1.0,1.0,N/A,1.0,N/A
"Mishandled cabin pressure, denial and bad response to customer's suffereing",Dhanesh A,Pune - Chennai (Madras),"I have 2 issues:
1. The flight attendants were playing with lights during the flight many times, which I think is related to cabin pressure too. During the flight, nearing to Chennai, I started having STRING PAIN in my sinus area, around cheeks and back head. It was unbearable pain. Also, my doughter was complaining of discomfort in ear. This is issue 1 - mishandled air pressure.
2. When I was suffereing, my wife called for help to the attendant sitting right in front. To our surprise, she denied coming for assistance saying seat belt sign is ON.
So I believe Air India does not know how to manage air pressure in flights and then staff is not bothered about the suffereings of the customers because of the things. 
Additionally, we were told when offboarding that no one else suffered, so you may be wrong while robotically saying we will look into it.",Domestic,2.0,November 2024,7 December 2024,4.0,4.0,1.0,1.0,1.0,2.0,N/A,N/A
Worst experience with the whole airline attitudes,Wander42335153084,Kochi (Cochin) - New Delhi,I had very worse experience with Air India express as the flight cancellation in a very short notice and also the rescheduled flight got 2 hours delay.,Domestic,1.0,December 2024,7 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Best crew ever,Passenger28331466270,Bagdogra - New Delhi,"The new air India express has been nothing short of a luxurious experience. Specially their crew Manager Apolina , Riya, Puja and Himani  aboard IX 1384 has been amazing. I have words short to explain their treatment. They are one of the best flights ever. I am amazed at their hospitality. They helped me at my lowest day. They made me comfortable and helped whilst my flight
Thank you guys and air India express",Domestic,5.0,December 2024,7 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Horrible experience so far on my journey,Nomad40693877116,New Delhi - Pune,Horrible experience at the baggage counter. They are talking so rudely. This is my first experience to go with airindia express and it will my last experience with airline India express. I think there employees need to learn how to talk with customer. Very disappointed. I thought something else and got something else. I will never go with air India again express. First experience is the last experience for air India express,Domestic,1.0,November 2024,6 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst experience,Venture10974256416,Bengaluru - Hyderabad,"The airlines has intentionally delayed the flight so that the connecting flight misses. As the take extra reservations.
Not provided any accomodation for the whole night.
Stayed at airport from night 8:45 to morning 6:15.
Told cab will take time to reach airport.
Even after its an emergency has not booked the next Indigo flight.
Worst airlines with no customer service please do not travel from, this ruined my mental peace.",Domestic,1.0,November 2024,5 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst Flight experience,Escape13752053300,Kochi (Cochin) - Mumbai,"One of the worst flight in my life.
Zero star on every aspect no support long delay. Rude and necessary attitude by ground staff.
Never ever trying this airline",Domestic,1.0,November 2024,5 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
No customer care service,Freedom53187722354,Varanasi - Bengaluru,"There is no way to talk to the customer care manually and their AI chat doesn’t have the option to resolve my concern. I have been travelling from 20 years, not once I have seen such a pathetic service where there is not customer care to talk to",Domestic,1.0,December 2024,4 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Flight delayed by 3 hours,Excursion61440686533,Kochi (Cochin) - Chennai (Madras),"Flight delayed by 3 hours. Really sucks. Flight delayed by 3 hours
Flight delayed by 3 hours
Flight delated by 3 hours
Really bad",Domestic,1.0,November 2024,4 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Very bad experience ever in my life.,Mohmammad P,Dubai - Kozhikode,"This was the worst experience I've ever had with air travel. I booked a round-trip ticket, and the departure flight was canceled on the same day of travel. They offered either a full refund or a reschedule for the same flight, but no flights were available on that day to the same destination. Air India Express is clearly unaware of this, making it feel like they are treating passengers as fools. Rescheduling a flight for another day is extremely difficult, especially for someone traveling for just one day. Please value passengers' time, as all their plans are made according to the flight schedule. This experience was ridiculous, and I would never recommend it to anyone.
Moreover they will take  7 day for the refund, already we suffered and trying to hold cash for your own interest. Cheap .........!!!",International,1.0,November 2024,4 December 2024,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
Worst service they not have professional staff and don’t have manners,Traveler00627318642,Bengaluru - Kolkata (Calcutta),"I went there on time in luggage counter there one boy is there he properly not announcing and they are given another passenger priority like Jaipur,Indore in middle of the line they are broked line and allowing for check in but in my time they are told wait wait and they are showing rude behaviour also and when I entered for my luggage check in they are told your counter already closed we can’t do anything what this behaviour and service air India express full worst service first time in this airline I booked my ticket but I can’t accept like this service Air India express",Domestic,1.0,December 2024,2 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Air India Express is Pathetic,kasturideo2003,Mumbai - Bengaluru,"Delayed flight. Gate change announcement was done 30 minutes prior to reschedule time. 
10.30 pm flight was delayed to 12.25 am. 
At 12.10 am , ground staff had no answer on boarding time. Passengers were waiting as flight was further delayed. ,",Domestic,1.0,November 2024,2 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst experience,Daydream09120737200,Kolkata (Calcutta) - Hyderabad,"It’s the worst experience. Ground staff behaviour is terrible. They simply ignore you. You are just like dogs walking around the road. The flight got delayed by 2 hrs. It was a night flight. They don’t even care to make an announcement. When asked to do so., they say they won’t as the flight got delayed due to operational reason( didn’t find any logic). Please avoid booking this flight specially in winters. U will save ur time.",Domestic,1.0,December 2024,2 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alternative Flight for a cancellation,Drishti R,Sharjah - Mumbai,"Thank you to Mr Ronson Sequeria and  Mr Basheer Ahamad Abdul from the ground staff of **Air India Express** for going above and beyond after our flight cancellation. Your prompt assistance in rearranging our tickets and ensuring we had the most comfortable experience truly made a challenging situation stress-free. Your professionalism and care did not go unnoticed, and we deeply appreciate your kindness and efficiency. Kudos to the team for delivering exceptional service! 🙏✈️✨",International,5.0,November 2024,2 December 2024,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0
Please do pest control and cleaning,Subin J,Dubai - Kozhikode,Very bad staff and unprofessional even they are not greeting they are looking customer is hell and no cleanliness and every Wer cockroach really disaster,International,1.0,November 2024,1 December 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cheap attitude of ground staff.,Nomad09149411759,New Delhi - Guwahati,"I tried to check in, and the grounfloor staff hesitate to help me, she even ignored what iam saying. This is not how you treat a person. She was acting like she was the most beautiful on earth. Making me to wait for atleast half an hour and later told me i could not check in as their is only 30minutes left for the flight. What the hell was she waiting for the past half an hour. When i ask if anything could be done, she reply do you understand my language, as if i come from different planet. But hopefully one of the senior ground staff help me out. I wonder who hired that lady.",Domestic,1.0,November 2024,29 November 2024,2.0,2.0,2.0,1.0,1.0,2.0,1.0,N/A
I hope you find this well.,Meander30901664982,Pune - Bengaluru,"Absolutely pathetic airline. Rude staff. They asked me to pay 3k for less than 15 kg of luggage (cabin and check in combined)

I am not a confrontational person, but this is absolutely ridiculous. It’s like they are asking to be ridiculed. The desk attendant was rude and condescending. She was acting as if I am illiterate person who is beneath her.

Absolute swindlers. They put their deplorable terms and conditions in fine print and then act smart in front of their patrons. I would recommend you spend a little bit more and get an airline who wants to provide decent service. I don’t pray for anybody’s downfall, but this absolutely joke of an airline made me reconsider my position.",Domestic,3.0,November 2024,29 November 2024,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
Review for Air India Express,rashida vp,Kozhikode - Dubai,"I had a disappointing experience with Air India Express on my recent journey from Calicut to Dubai. At Calicut International Airport, during check-in, the staff weighed my luggage and found it to be 1 kg over the limit due to my personal laptop. I understand that rules are rules, but I was surprised by their rigid approach. I requested leniency for just 1 kg, but they firmly insisted that I remove the excess weight.

I explained that everything in my luggage was essential, yet they showed no flexibility or understanding. After reluctantly removing some items, they insisted on rechecking the luggage, adding to my frustration. This was very disheartening, especially since we had traveled after two years for a vacation.

Given this unpleasant experience, I will no longer choose Air India Express for future travels and won’t recommend it to my family or friends. The customer service at the counter left much to be desired, and I hope they improve their approach toward travelers in similar situations.",International,1.0,November 2024,28 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"5 flights in 2 months,2 canceled,3 delated over 3 hours",Vikram N,Mumbai - Goa,"The adjectives  Pathetic, Disgraceful, incompetent do not even begin to describe the airline under Tatas. The company does not deserve to be in aviation. The customer service  is non existent, the app that replaced humans is a joke.",Domestic,1.0,November 2024,28 November 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
..,Anitha,Tiruchirappalli - Singapore,"Dear officer, 
I'm a regular passanger with your airlines. Some time flight is delay. This reason is acceptable. And , Today 28 nov 2024 flight is  repair was last minute. Passanger also too panic. Nomore any allowance from captain. Staff also very bad service. One of the lady staff very bad behaviour with infant baby and mother. 

This is not like this very worst behaviour. Kindly inform to your staff to give proper training to how to handle all the passanger. Passanger is everybody same. No high class no low class people. I don't want to mention the staff name.  I hope to change in future for good service to everyone.",Southeast Asia,1.0,November 2024,28 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pathetic service by “Air India Express” don’t spend money on booking their flights,Rahul,New Delhi - Guwahati,"One word pathetic service by Air India Express. No empathy with customer…..we missed the flight because of their staff negligence….its un-necessary wastage of customers hard earned money because of them….we reached one hour prior for check-in at Delhi airport only few staff is available due to their shortage of staff they stopped us to check in….one hour prior due to which we had to missed our flight….

Plz pl don’t book a flight with “Air India Express”…..book from some other airline it will be way better. They even take onus for that….these guys are big time idiots and very irritating.

If u seriously want to spend money for this flight it is on your risk only…. And reached airport 3 to 4 hour prior before your flight… because I am sure they still take out way to delay your check in time in order to mint money.

Plz plz don’t book flights from Air India Express",Domestic,1.0,November 2024,27 November 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
They dont understand the situation of people very bad.,Freedom05186622536,Hyderabad - Bengaluru,"I booked flight from Hyd to Blr
It was very important for me to reach bangalore  my father and brother both had met with accident. To reach airport i need to travel fronm different city my flight was at 2:45 PM. I reached at airport air india express desk at 2PM they didnt allow me. I searly dont understand this. I may not have idea about other side of Aviation but when we say emergency why it is not considered? I showed him the pics how my dad and brother met with accident and their situation. We had 45mins for flights still. I requested him like anything i explain all my sitution but even then no use. When they flights r delayed we stay for hours we wait like anything but why not same when we have emergency. We travel though flight when there is important when there is necessary when is something which we cnt go by any other means of transport or reach on time. Pls pls dont do this to any other people in times of emergency. Try to understand the situation of people. You are there for peoples help. Plstry to improve. I am making other arrangements and going. But its hurtfull by the act of 45mins for flight Flight No: IX-2872 Nov 27th HYD to Blr.",Domestic,1.0,November 2024,27 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
If you have any other option please avoid air India express,Quest48985429126,Lucknow - Bengaluru,"Hi, in November 2024 I have travelled 2 times from Lucknow to Bangalore via air India express airlines. Both the time flight get delayed by 1 hour. Not much fog or other issues. I see it may be their operational challenge which they are not able to manage well.
I don't see other flights getting delayed frequently. So next time no air India express from side.",Domestic,2.0,November 2024,26 November 2024,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0
CHARGED ADDITIONAL AMOUNT FOR CARRYING LAPTOP BUT NOT CLEATLY MENTIONED IN TICKET,Abdulla A,Kozhikode - Dubai,I will never ever suggest to anyone. Customer is money but loss of customer means loss of Money. You charged additional amount for hand luggage even that was not mentioned in the ticket.,International,1.0,November 2024,25 November 2024,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Worst Flight Ever,Roving01896844452,New Delhi - Kochi (Cochin),"Was travelling to kochi and flight was delayed for around 1 hour 20 min. Have to arrive on airport before 2 hours. All together waiting time was around 3 hours on the airport.
This experience was very suffering and pathetic. I will not recommend this AI EXPRESS to anyone due to its worst service ever and poor management.",Domestic,1.0,October 2024,25 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst flight ever,Pioneer24062320675,Goa - New Delhi,Very pathetic service. Delayed by 3 hours  and informed at the last moment. This airline does not even deserve a star. Always delayed and never on time. I hope it closes soon so the customers don’t have to suffer.,Domestic,1.0,October 2024,25 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst experience at check in counters of Air India xpress flight,Curiosity20333828697,Varanasi - Bengaluru,"When we entered for checking in baggage the counter staff behaviour was very bad and he was treating us as if we have done some crime. We were in a group along with 6 senior citizens more than 70 years old. The counter staff made them stand in the queue until all the procedures were completed. When we  were requesting also he was adamant that everyone should stand in line and hold all the bags in hand . We had already  completed web check in after that also he was insisting for all original ID proofs only , when we showed it in digi locker also he was saying you should carry hard copy only. Almost since 10 years I am often traveling in flights but never experienced this kind of behaviour. I think that person didn't have any humanity. 

I here after strongly recommend not to take this Airlines for travellimg",Domestic,1.0,November 2024,25 November 2024,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
Missed flight and no solution,Meander22380079460,Lucknow - Hyderabad,"I traveled on 24 November 24, my PNR number was EYDWWX, departure time was 4:00 pm, I reached at counter 3:15 because there was only 2/3 counter, it take more time to reach counter, they denied boarding I requested I begged but they didn't let me in, rude behaviour, poor management, they wasted my 15000, most of the time I travel by indigo, this is my first and last mistake, worse service",Domestic,1.0,November 2024,24 November 2024,N/A,N/A,N/A,1.0,N/A,N/A,1.0,N/A
Horrible experience…WORST AIRLINE of INDIA…,Explorer20928637411,Guwahati - Jaipur,"Air India express is d worst airline of India..as per instructions in d ticket a passenger should reach fr check 60 mins prior fr departure..abiding by d instructions we reached d check in counter 1hour 12 mins earlier still they didn’t allow to board.firstly d lady in d counter told me dt seat is not available ..are wdf I paid d whole amount for 3 person still seat is not available they told us first cum first serve as we were late they allotted our seat to others dn another senior official came n denied this fact thn he tried to chk in for  3 person bt he was able to check in for only 2 person n for my son who is 4yrs only was unable to chk in..they told us to book another fresh ticket which costed 33000/- ..so just see fr d technical glitch of their system we hv to face such harassment..

Even when we wrote mail n talk to d customer service they told us dt we were late …are bhai in today’s generation where CCTV is available in each n every corner of an airport so pl  check n investigate first n thn talk to us ..

Guys its a request U cn also be VICTIM tomorrow so pl don’t book flights of Air India Express..

N dis is not fake dis is a real story i cn provide all d proofs..

Boycott Air India Express…",Domestic,1.0,October 2024,24 November 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bad experience,Odyssey05347220248,Lucknow - Bengaluru,"Had the most horrible experience with Air India Express, check in staff were unprofessional and our flight was delayed by more than an hour without any announcement or messages. Truely horrible, waste of money and time",Domestic,1.0,November 2024,22 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Customer service,Kushwaha A,Bengaluru - Goa,"It was my sister's birthday and all three of us had booked the seats together to spend all of the time together after ages. When we boarded the plane my sister's seat was wet. First she had to keep standing until all the boarding was over. The crew then started suggesting she sit in either middle seat or near the exit door. It's fine. I checked if an upgrade is possible because it is an inconvenience after all and they should compensate. 
All the the crew members kept us on wait. after a long time they refused and said upgrade would require money. 
I know it might not seem like a big deal but it left such a bad taste.
There should be compensation or upgrade when your client is inconvenienced due to airlines tardiness.",Domestic,2.0,October 2024,22 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Very bed 3rd class flights,Climber05119197193,Chennai (Madras) - Agartala,Air India express flight very bed  services. nex time I'm not booked. staff are very bed  This is our worst flight in India. No one will ever take this flight. Daily delays such flights,Domestic,1.0,November 2024,19 November 2024,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Avoid This Airline,alankerr2016,Goa - Mumbai,Avoid this airline.They cancelled my flight but it is absolutely impossible on line to seek a refund.You cannot speak to anyone.Looks like they have taken my money and will not offer the cash back.,Domestic,1.0,November 2024,19 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst airlines,Navigate52200658720,Goa - Mumbai,"Guys i request yourl please dont travel by this airline
The flights are always delayed
The employees have no idea why the flight is delayed and they dont even know the actual Departure time
  Plus they even speak asif they dont give a ...

Dont order the chicken sandwich its very bad....plus their seats are not comfortable at all  
Its not express its the opposite of express

You will regret travelling by this airlines",Domestic,1.0,November 2024,15 November 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Money looters, cancelled my ticket without my consent and no refund issued to me.",Ayesha Bootwala,Muscat Governorate - Mumbai,"They just loot people. I have raised multiple requests to look into my ticket cancellation issue, which was probably caused by their AI service. 

I had a flight booked from Muscat to Mumbai on 24th October and when I reached the airport, I was shocked to know that my tickets were cancelled on the same day 3 pm. 

I had done the check-in, but they checked me out and canceled my tickets. On top of that, they have the audacity to say that I canceled it or it happened by mistake. 

Am I kid who doesn't know how to handle my bookings and why would I show up at the airport if I had cancelled the booking? On top of that, no cancellation message or email was sent to me. 

I had to buy a new ticket worth 9k for the next day and who is going to compensate for this? 

Their customer support is even worse. They never respond to me. I have sent them multiple emails but all they care about is looting money from the passengers.",International,1.0,October 2024,15 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PATHETIC AIRLINES,Ritesh A,Jaipur - Kolkata (Calcutta),"The most pathetic service,worst airlines Tata operating.lots of delays 
After delay of 3 hrs ,the airlines giving dinner to passenger at 11.50 PM 
never ever travel such airlines 
Tata u guys should close this airlines or learn from Indigo",Domestic,1.0,November 2024,13 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst experience,Trip41113362373,Ranchi - Bengaluru,"Flight get delayed by 2 hours ,worst experience ever for ranchi to Bangalore whenever I m travelling it get delayed for 2,3 hrs without prior notice 
Never recommend anyone to travel by air india express",Domestic,1.0,November 2024,10 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Very Bad experience,Climber31605570775,Bengaluru - Mumbai,"Flight was delayed. Actual time was 12:55 and rescheduled at 14:20 am and staff also not polite with passengers  .Bad experience 
Never recommend to anyone.",Domestic,3.0,October 2024,10 November 2024,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0
Shifty airline,Food D,Abu Dhabi - Thiruvananthapuram (Trivandrum),"Terrible service, Repeated delays, Impolite staff, Repeat gate changes, Useless customer service. The incompetence is astounding! Better to shut the airline down than running it with these appalling standards.",International,1.0,October 2024,10 November 2024,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
My first and last flight on this appalling airline,Vacation37479787835,Biak - Goa,"Worst flying experience of my whole life. Flight was delayed by six hours, in repeated increments, and boarding gates repeatedly changed, without any kind of announcement. Not a single mail or message was sent to my colleague who booked the flight for me, or to myself. Staff unqualified, unresponsive, and unenthusiastic. Terrible aircraft -- I'm surprised we didn't crash-land. No food offered on board. Many seats broken. Aircraft smelly.  No coupons offered for the six extra hours I spent at the airport. No offer to move me to another flight. No compensation or apologies of any kind. Wasted a whole Sunday. This was my first and last flight on this appalling airline, which deserves a negative rating.",Asia,1.0,November 2024,10 November 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pathetic Air India Express.,Sanjay P,Kochi (Cochin) - Dubai,"Myself and my wife had booking for above flight. With 2 check in baggage. One was 18kg other 22kg. We were asked to remove contents and make bags 20kg each. As we traveled to India on different dates, our return PNR was different. But seat booked together. Its pathetic that the ""Manager"" refused to accept 2 bags total 40kg. How do family members travel?",International,2.0,November 2024,10 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bad Experience,Wander61473952734,Abu Dhabi - Bengaluru,"Very Bad Customer Service & Fight Delayed.

No provide any food rest & etc. services.

And very bad behave.

And not give right information to passangers.",International,1.0,November 2024,9 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Disgrace in Indian Aviation,Anirban Sutradhar,Agartala - Kolkata (Calcutta),I was flying tomorrow these MF's cancelled the flight today and no flights till 13th.. Such a Disgrace!! Never Fly!! I say Never Fly!!,Domestic,1.0,November 2024,8 November 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bad experience,Departure57319231122,Srinagar - New Delhi,I am writing on behalf of my guest who had a highly disappointing experience with Air India Express. The service provided was among the worst they have ever encountered,Domestic,1.0,November 2024,8 November 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pathetic Airline,liana d,Goa - Bengaluru,"These guys delayed my flight for over 4 hours and then ended up cancelling it. I was forced to book another flight with Indigo out of my own pocket as I had an international flight on a different booking. Air India express did not offer any compensation or refund. I tried to get in touch with customer service and got put through their chat bot Tia, which was of no use. I had to give up after trying so much, which they evidently worked in their favor. They cancel flights and don't refund, sounds like stealing to me! I would not recommend flying this airline to anyone.",Domestic,1.0,January 2024,7 November 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Not at all reliable,Sherpa61524434052,Jaipur - Hyderabad,"Pathetic service. 
If your flight is tomorrow and it is a peak season, this pathetic airline will give you an IVR call for flight cancellation. No options will be left.
Not at all reliable!!",Domestic,1.0,November 2024,6 November 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hopeless Airlines,Jet07596753376,Bengaluru - Hyderabad,"Please do not fly this Airline
It's the most disgusting one. It randomly cancels the scheduled flights and leaves people clueless",Domestic,1.0,November 2024,6 November 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Please do not fly this airline,Christy T,New Delhi - Bagdogra,"Please do not fly this airline.  They canceled my flight and did nothing to help me with securing another flight. Additionally, it has been 3 weeks since the cancellation and I have not received a refund.  I just chatted with Tia (the onine agent) and was told that I had not requested a refund --- that is not true as I requested this with the agent that told me that my flight was canceled.  I was transferred to a ""live agent"" but the agent terminated my session before I even had a chance to type out my question.  I am going to try to secure my refund but I would definitely not fly Air India Express again.  It was the low cost airline but you get what you pay for.",Domestic,1.0,October 2024,6 November 2024,3.0,3.0,3.0,1.0,1.0,3.0,1.0,N/A
