title,reviewer,travel_root,text,flight_type,rating,travel_date,reviewed_Date,Legroom_rating,Seat comfort_rating,In-flight Entertainment,Customer service,Value for money,Cleanliness,Check-in and boarding,Food and Beverage
Senior Citizens,Astor,Chennai (Madras) - Mumbai,"This airline has a limit of 4 wheel chairs provided for persons with mobility issues. We could not book a wheelchair on their website for my 82 year old mother, with mobility issues, especially for climbing stairs, as all 4 had been booked. The aircraft was on the tarmac so we had to take a bus that couldn't lower the step gate for her to embark easily. Then she had to to walk you the long ramp way. However the flight attendants were very considerate and arranged for a wheelchair for her to disembark at Mumbai. Chennai airport is just chaos, the Indigo ladies at the counter on the ground were incredibly patient and polite. Guess it's the top Mahant management decision makers who are inconsiderate when it comes to senior citizens.",Domestic,3.0,N/A,2 February 2019,4.0,4.0,1.0,5.0,3.0,N/A,N/A,N/A
Worst seat arrangement,Pawni G,Coimbatore - New Delhi,The seat was so so pathetic. It was like one person was sitting on other person. So so congested. If some person would have been little fat..would never have able to sit.can't even spread legs. Person in front of me seems to be just disgusting..at first i couldn't even breath.it was so overcrowded. It seems they have added two extra rows to make money.,Domestic,1.0,February 2019,2 February 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Slow trip,Bashir Ahmed M,Srinagar - Lucknow,"I traveled from Srinagar to Lucknow, however, it was late, and only option wait, wait,wait, no exact update, but finally, boarded, service good, but onflight food very poor in the sence, they provide very expensive food , too cold, not tasty, very less in quantity, not worth paid for, should improve quality as well as quantity. However, staff was good, and responsive",Domestic,2.0,December 2018,1 February 2019,3.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0
My preferred flight will always be Indigo airlines,Rahul Kotian,Mumbai - Bengaluru,"The takeoff and landing is smooth . The cabin crew is also very helpful . Unlike other airlines , Indigo ensures a smooth journey . They even have in flight meals .",Domestic,5.0,December 2018,1 February 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Average Flight,Pulkit Jindal,New Delhi - Dubai,"If you are travelling to Dubai you can have number of other flight options like Fly Dubai, Emirates , air India at economical rates. Indigo is not good with legroom and seat comfort.",International,3.0,December 2018,1 February 2019,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0
Need to Improve,Jiss V,Kochi (Cochin) - Dubai,I have used Indigo for my trips many times. The good thing with them is they keep the time. But there staff is not friendly. Too much of attitude from the air hostess and had a very bad experience from there airport staff at Dubai airport. Indigo should improve it. Indigo flights are very economical and good for budgeted trips. But don't expect a good behaviour from there staffs. In-flight Food is good.,International,3.0,N/A,1 February 2019,2.0,2.0,1.0,2.0,3.0,N/A,N/A,N/A
Indore to Bangalore,Anshul Jain,Indore - Bengaluru,"It was a pretty comfortable flight with decent seats, good staff, and service. The only negative thing was the delay of the flight. It got delayed by 45 minutes.",Domestic,3.0,January 2019,1 February 2019,4.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0
Mumbai to Ahmedabad and back,Yogesh S,Ahmedabad - Mumbai,"Fairly decent flight, 2013 February I had very bad experience with agent, she was openly abusive and told me that I can complain about her, because nothing is going to happen to her, and I had to call her superior to get proper service, so I was skepical, but we were traveling in a group and that was the flight available, but this time experience was absolutely better, agents were much better and very helpful",Domestic,5.0,January 2019,1 February 2019,4.0,4.0,3.0,4.0,4.0,4.0,5.0,N/A
Indigo Experience,Adil Jijina,Mumbai - Dubai,"1)Flight is not advisable if you are traveling with baby. There is no baby bassinet seat in the aircraft. you will have to carrry baby on your lap.
2)Flight was delayed while going and coming.",International,3.0,December 2018,1 February 2019,2.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0
Be ready they will hate you..,Sboychakov E,Thiruvananthapuram (Trivandrum) - New Delhi,And be ready they'll charge you for every piece of you luggage they'd be able. Payed extra EUR100 (!!) for extra bag. And please do not expect to be welcomed as a valuable customer. Not really surprised as its low cost company with such a treatment somehow expexted. Rather disappointed of how bad It appeared eventually.. Not recommended.,Domestic,1.0,N/A,31 January 2019,1.0,1.0,1.0,1.0,1.0,N/A,N/A,N/A
On time,Abraham Thomas,Chennai (Madras) - Mumbai,"Flight was on time 
Smooth check in 
Baggage arrival was quick too
Aircraft was clean and the staff were helpful and courteous",Domestic,4.0,January 2019,31 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Insensitive Ground crew at deplaning area in Bengaluru,Rama,Mumbai - Bengaluru,"I am not a frequent traveler by this airlines. I selected this flight as I had not many other options for the time of travel. The checkin staff and the staff at gate and the flight attendants were quite pleasing, helpful and courteous. The aircraft was fairly clean and the flight took off a bit ahead of schedule indicating an efficient boarding process. The inflight announcements were clear and crisp!! However to my dismay there was no inflight entertainment! Well probably due the aircraft model, so was it! The take off was smooth and on-sky travel also was good. The food and beverages serving was fairly good though it could have been more efficient, I believe. The in-flight washroom facility was inadequate and the flight staff closed out one of the total two washrooms for quite sometime for no unknown reason causing discomfort to passengers seated in the opposite end to the available washroom.

The landing announcements were proper and the landing was also quite smooth. The flight landed well ahead of time!! The deplaning started. As there was no aerobridge the slide-cum-stair was positioned for deplaning. When I reached the door, to my horror I found there was at least 6 inches gap between the aircraft and the slide and also the slide was almost a foot below the level at which the top of the stair landing has to be!! Literally I had to jump down. I showed it to the airline staff on the stair as well as informed another staff at the lower level clearly showing the gap and the level being low. There was no response nor an acknowledgement for my statement. Such positioning is dangerous and an cause injury to deplaning passengers especially those who have knee problems and the elders.

Indigo, for that matter any airline should care for such matters though it may look trivial yet can result in a grave mishap to passengers! Further the ground personnel of Indigo have to be more reactive to such observations and take due corrective action!",Domestic,3.0,January 2019,31 January 2019,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0
on time and very co-operative air hostesses,basak_prosenjit,Kolkata (Calcutta) - Pune,Flight was on time and the air hostesses were helpful. They also gifted a INDIGO travel passport to my son. food options were limited though.,Domestic,3.0,December 2018,31 January 2019,4.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0
Best Budget Indian,Ajay R,Bengaluru - Kochi (Cochin),Have traveled by almost all flights in India. Being a typical Indian look out for cheapest flights. Given a choice would not mind paying slightly higher if IndiGo has a flight at the time of my travel.,Domestic,5.0,January 2019,31 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chaotic last minute gate change,Vinefera,New Delhi - Varanasi,"No one to find out what gate to load, told down stairs then upstairs, flight board said ""security"" what does that mean",Domestic,2.0,January 2019,31 January 2019,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0
"""Keep it Up""",Sanjay V,Goa - Chandigarh,We had booked our flight via Bangalore. But the flights were delayed at Bangalore due to weather conditions. But the Indigo gave us a connection via Hyderabad and we reached our destination in time. We really appreciate and applaud the Indigo for this,Domestic,4.0,January 2019,29 January 2019,4.0,4.0,N/A,4.0,5.0,4.0,4.0,4.0
horrible cheats,avrr,New Delhi - Jaipur,"The flight was late and each staff had a different version of thr reason and the take off time. I was not well and they made me move too and fro till I was on the verge of collapsing.The staff especially Ms Indu and Ms Neetu were rude and had the audacity to scream at me. Imagine my surprise when the next morning my travel agent asked me for the lounge charges saying that I had told the airport staff that the agent will pay for that. I WROTE TO THE INDIGO CUSTOMER SERVICES BUT THEY ARE NOT BOTHERED . This amounts to PHYSICAL , MENTAL AND EMOTIONAL TORTURE.",Domestic,1.0,January 2019,29 January 2019,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
Thanks to Valentina,Aumir Lone,Dubai - Bengaluru,"I would like to say thanks to valentina i am not sure about her name. But she was so nice, charming,welcoming and helpful she works on check-in counter. I was tired and sleepy and i wanted to have an emergency exit seat because there is a lot of leg space usually that seat is chargeable but she saw me tired and she made it for me from her end. I just want to say thank you! You are a star! God bless you!",International,5.0,January 2019,29 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Typical economy airline, you get what you pay foe",Northste,Bengaluru - Goa,"Flight No 6E-178
Again nothing special a typical economy airline, you get what you pay for. Boarding a hassle as not enough buses for the No. of people. Other than that the luggage arrived as it should.",Domestic,3.0,January 2019,29 January 2019,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
"Typical economy airline, you get what you pay for.",Northste,Nagpur - Bengaluru,"Flight No 6E-727. 
No thrills no spills. You get what you pay for. Could do with starting the boarding sooner as bus transfer required 3 buses. And waiting for 3rd bus to arrive just delayed everything so a late departure. Luggage arrived OK. The travel company we used had pre booked in flight food, we didn’t know this, don’t bother, such a short flight it’s just not worth it.",Domestic,3.0,January 2019,29 January 2019,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
Nice journey with indigo,Vikram Kumar,Ahmedabad - Kolkata (Calcutta),"It was a nice journey with indigo 6E -363. All the service person was good , I had enjoyed my trip. I allways  prefer indigo.",Domestic,5.0,August 2018,29 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Pleasant Experience,RadicalSawant,Jaipur - Bengaluru,"I am frequent flyer with Indigo. I like their style and the sense of humour they evoke through their Brand Communication, brings a smile on my face every time, especially when its needed during my early morning flights before the sunrise and my energy is low. They are almost always on time and come packed with an ethnically diverse crew which is appreciated.",Domestic,4.0,January 2019,29 January 2019,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0
Observations from a North American traveler perspective,FoodyFoodFood,Varanasi - Jaipur,"Indigo can be compared to Southwest Airlines in North America with an all economy configuration with assigned seating.  Planes tend to be new as Indigo and other Indian airlines are adding a lot of capacity; our flight was operated by an  A320 NEO delivered in November 2018.  As a result the planes are clean but have the newer slim seat design that some people describe as ""hard"" to sit on.  These seats have limited recline of the seat back as the seat itself slides forward somewhat to give you the same feeling as the older, thicker seats that where only the seat back reclines.  This means that the person reclining in front of you will not take up much of your personal space which is a plus.

Like Southwest, soft drinks are complimentary but unlike Southwest there are food for purchase options.  Indigo does a much better job of getting through the cabin for  service compared to Jet Airways that is more of a full service airline (think American, Delta, or United).  Flight attendants were friendly, helpful, and efficient.

No entertainment service is provided even on personal devices.

Checked baggage is limited to 15kg. (33lbs.) before baggage fees kick in ... about Rs 400 per kilogram.  This is similar to most other Indian airlines with the exception of Air India that offers 25kg. of free checked baggage.

Boarding starts early and ends early with no more than 5 minutes between ""now boarding"" and the ""final boarding"" calls.  Customers line up without a lot of pushing and shoving for a very orderly boarding process ... since bags can be checked there is not much concern about sufficient space for carry on bags which removes a lot of tension.  Many airports use a combination of a jet bridge at the front of the plane with stairs made available at the rear which speeds up getting out of the plane ... sitting at the back of the plane is not a bad thing in terms of getting off quickly. Boarding tends to complete about 25 minutes before departure when the doors are closed and armed but the plane sits at the gate waiting for the actual departure time.

Overall you get solid (and for us on time) service at a very low price with only a seat selection fee for some aisle and exit row seats; definitely very different than the Spirit and Frontier low cost business models in North America where add on fees for seats, checked and carry on baggage can quickly eat into any lower fare savings compared to legacy carriers.",Domestic,3.0,January 2019,28 January 2019,3.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0
"Everything you expect, they delivered",Primestop,Varanasi - Amritsar,"I took two flights in a day with IndiGo.  Both flights were on time leaving, on time arriving, comfortable in Economy with reasonable leg room, the staff were efficient but not pushing to get extra sales from drinks and food although it was there if you wanted it.  For the cheap price, this was an impressive experience.",Domestic,5.0,January 2019,28 January 2019,4.0,4.0,N/A,5.0,5.0,5.0,5.0,N/A
Very good airline,Kumkumjaipur,Jaipur - Thiruvananthapuram (Trivandrum),"The flight was smooth, clean and the crew was very polite. The food served in the airlines has a limited menu.",Domestic,3.0,January 2019,28 January 2019,3.0,3.0,N/A,5.0,4.0,5.0,5.0,3.0
Very helpful air hostess for arranging wheelchair,Sharmila,Kolkata (Calcutta) - Bengaluru,Yesterday we travelled (4 of us) from Kolkata to Bangalore by the 930 am flight. My aged in-laws(80+) were also traveling with us. My mother-in-law cannot walk very well. We had forgotten to pre-book a wheelchair and at Kolkata airport the check-in staff told us that they will not be able to provide one as there were already max of 4 wheelchairs in that plane.  Since we had aero-bridge facility in Kolkata we managed somehow. On landing in Bangalore we realized that we have to take the bus. One nice airhostess( sorry we did not ask her name) insisted that she will get us a wheelchair ..even though we told her we had not got one in Kolkata. After some follow up by her we did get one. We were pleasantly surprised and greatful to Indigo and that air hostess in particular.,Domestic,5.0,January 2019,28 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Budget and worthable airlines,Ran702,Hyderabad - Mumbai,Indigo is one of the cheap airlines in India and also time management and worthable for middle class people,Domestic,3.0,August 2018,28 January 2019,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0
Flying .......so called budget airlines,Kamlesh981,Mumbai - Genoa,Neat and Clean aircraft...... buy your own food. small portion of food and high pricing makes you to keep off from the food carts on board. Some time i wonder why these airlines are call budget airlines??? Advisable to carry your own snakes and enjoy with free water served on board.,International,4.0,January 2019,27 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Delays are becoming common,ShreeshComms,Mumbai - Lucknow,"Of late the Mumbai-Lucknow-Mumbai sector on this airline means you must keep some extra time on hand. I traveled on January 17 and my flight was late by 1.30 hours! Obviously, one will never get to know the real reason but delays are common.
Otherwise the flight is clean and tidy and the attendants are helpful.",Domestic,3.0,January 2019,27 January 2019,4.0,4.0,N/A,4.0,5.0,5.0,4.0,3.0
Very good experience,arunabh m,Hyderabad - New Delhi,"Hi I had a great experience today. The following team members did a great job:

1) Jamunaa at Hyderabad check in desk was very polite and professional.
2) Aboard my flight - Sangeetha and Shradayaa. Both were very compassionate and caring. They helped me change my seat from a window to an aisle seat, served my meals with heart and made sure that I am comfortable.

Great Experience. God Bless all 3 of them

PNR : OG1GGA/ Seat #1F",Domestic,5.0,January 2019,27 January 2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
8 hour delay - Not communicated well,Visakh,Kochi (Cochin) - Bengaluru,"This is about an experience on Indigo flying from Kochi to Bangalore in the 4th week of Jan. The 8:20 flight 6E-537 was delayed by 8 odd hours because the jet that was supposed to take the route was to come from Bangalore and couldn't take off due to heavy fog in BLR. Delay owing to weather is understandable, but what intrigues me is the callousness with which the staff worked to intimate passengers of the delay and its reason. The first intimation came in after everyone had checked in and subsequent delay notifications came in every hour or so. They could certainly have done a better job at communicating to passengers. That said this is my first such experience with Indigo, having flown with them many times.
Indigo did arrange breakfast and dinner for the passengers at Kochi airport, which was most necessary.",Domestic,3.0,N/A,26 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WORST BAGGAGE HANDLING AND RUDE STAFF,Vivek S,Goa - Visakhapatnam,"Received my bag from an indigo staff(rather than on belt) totally battered with zip broken and black patches on the bag, wrapped around a cheap plastic cover,when i told the lady behind the counter to put a fragile sticker on it and handle it carefully,when I questioned them they put the blame on me saying I had overloaded the bag so it was fault and they can’t take responsibility(btw I travelled with the same bag around Europe and all was fine),Couldn’t check for missing items from the bag at the airport as I was very tired and had to rush home,when I reached home at around 11PM and opened the bag found a bottle of “Bourbon” missing with few other stuff shattered in pieces, called up customer care rite away to file a complaint the guy goes all they can do is make sure that something like this doesn’t happen in future,seriously man,guess they would have told the same thing to the “ Elderly man who was man handled by and indigo staff”. So guys be aware to not travel with INDIGO AIRLINES if u carrying something valuable or expensive, there’s a high possibility that the airlines stuff might steal it.",Domestic,1.0,January 2019,26 January 2019,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
airline,PADMANABHAN. PILLAI,Bhubaneswar - Kochi (Cochin),Direct flight from Bhubaneswer. to Kochi. very good  Passengers were less. as it was new addition of service. Very convenient,Domestic,4.0,January 2019,26 January 2019,4.0,4.0,N/A,N/A,N/A,N/A,N/A,N/A
"over hyped, food options have no correlation to value, reminds me of being in class 5 school",Raga,Hyderabad - New Delhi,"extra long checking -in queues,,,again..extra long wait inside transfer bus ...wait and wait endlessly..45 mts !!! till they clean up...no consideration for senior citizens...",Domestic,1.0,January 2019,26 January 2019,3.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0
More HYPED ON TIME PERFORMANCE!,biswarupKolkata,Kochi (Cochin) - Bengaluru,"Indigo is having very good Business Processes in place. You will always find agile staff who are committed to work  diligently for Indigo. I am sure HR Department has internally ZERO TOLERANCE policy. 

However ON TIME PERFORMANCE IS MORE HYPE which is far from reality. If you check DGCA website , you will find ON TIME Performance is 72% during Dec 2018 
( ranked 4th !). They will make SO MUCH HYPE.....as if THEY ARE NO 1!

Delay management was terrible at Kochi airport. Flight got delayed more than an hour.....Commercial staff managing the gate were clueless! 

Lastly they have VERY ARROGANT CABIN CREWS.........I am taking almost four to five Indigo flights in a month. I find most of the Cabin Crews are very rude, They should learn from Jet Airways.........how they have build BEST well behaved CABIN CREW.

Recently they have started WEIRD ANNOUNCEMENT system at Kolkata Airport....you will find ONE INDIGO GUY announcing using PORTABLE MIC & SPEAKER.........They do not have minimum courtesy to passengers travelling by other airlines.   I am planning to complain to DGCA to immediately STOP this nuisance at Kolkata Airport.",Domestic,1.0,January 2019,26 January 2019,3.0,3.0,1.0,1.0,2.0,5.0,2.0,1.0
Good for Domestic but Pathetic for International,binu_binish,Kuwait City - Kochi (Cochin),"This is was the first time on an International Flight by Indigo & Unfortunately may be the last. 
Though, Indigo is a good, neat & punctual flight for Domestic flights, but not the same when it comes to International Flights.
For international flights, Indigo may be neat & Punctual but the seating comfort is very poor as the duration in most of the international flights are more.
Indigo should look into adding some cushioning to its seats, especially for international flights.",International,1.0,January 2019,25 January 2019,1.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0
Indian money not acceptable in india flights on international routes,Baranidharan R,Thiruvananthapuram (Trivandrum) - Doha,"Service of the staff is very good.  Unfortunate to see and hear that Indian Rupees in not acceptable for their inflight catering services, stating it as Indigo's Policy.

Indian flights with more Indian passengers, booking with Indian money BUT inflight food and beverage cannot be bought by Indian money. Passengers, with children on board, were seen helpless to provide food for their children. I hope Indian government will intervene in this subject.",International,2.0,January 2019,25 January 2019,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0
"Flight delay notification was comunicated, in advance",Baranidharan R,Doha - Thiruvananthapuram (Trivandrum),"Flight delayed by 4 hrs due to bad weather in India. Notification was given by the airlines by phone call, SMS and email, well in advance so that I did not go and wait in the airport.  Also, provided a light meal at the airport.
Staffs handled the situation good.",International,4.0,January 2019,25 January 2019,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0
Terrible. Has fallen badly,raghupalat,Chandigarh - Mumbai,"indigo after it has grown from to the largest carrier in india has fallen to becoming the worst. When we flew from Mumbai to Chandigarh, it was two hours late (it earlier prided itself for ontime performance). On January 3, when we had left for the airport after settling our hotel bill, we got an SMS that our flight was cancelled. It was too late to get another flight and we were forced to return to the hotel and, with great difficulty, got another room, Indigo was most unhelpful. They could not give us another flight even the next day. They refused assisting us on the additional cost for a hotel. In the end we had to purchase another ticket o another airline at a much higher price. Will think twice before I use this terrible carrier.",Domestic,1.0,January 2019,25 January 2019,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
Comfortable and Good In flight service,Granger23,Varanasi - Jaipur,"Indigo airlines is a new kid on the block for internal flights within India. It's planes are new , its flight attendants are smartly attired and have good customer service skills. In terms of being on-time and getting us there on time, well they are pretty good. 
I would have given them excellent but for the fact we were travelling as husband and wife, so I wasn't happy that we weren,t sitting together and had to do some dialogue with the desk attendant to get it sorted.",Domestic,4.0,December 2018,25 January 2019,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0
CANCELLED FLIGHT AND PASSENGERS STRANDED,PushpaPalat,Chandigarh - Mumbai,"We were to fly back to Mumbai from Chandigarh on the afternoon of 3 January 2019. In the morning we received a message that the flight was delayed. I was pleasantly surprised that the airline had taken the trouble to inform passengers well in advance. By mid-morning we were informed of a further delay. We decided on having lunch and then heading for the airport. We had lunch, checked out of the hotel and called for an Uber to take us to the airport. We were barely on our way to the airport when we received another message (perhaps the fourth or fifth message of the day) and this time we were informed that our flight had been cancelled. 
We immediately called the airline to check whether this information was correct. Obviously it took us several attempts and long waits to finally get a customer service person on the phone line. Now when we finally got through and confirmed that the flight was indeed cancelled, we requested the airline to re-book us on the earliest available flight. It's at this point that not once, not twice but three times that  the call attendants told us to hold and then cut off the line. This happened on all three attempts they cut off the call. When we finally got hold of a call attendant after many tries, we requested he not hang up but just tell us when we could get a flight back home. He informed us that nothing was available for the next day and was unsure of the following day!
The airline shrugged off all responsibility saying the cancellation was because of ""operational reasons"". They could do nothing and of course within moments we got cut off the line. So now we had no hotel reservations and no flight home either.
Fortunately Jet Airways were far more courteous and booked us back on their first flight the very next day. Not just that, they cautioned passengers to book seats quickly as the fares were going up.We did book on Jet Airways and got back home on a very comfortable flight the next day. NO THANKS TO INDIGO who just didn't care about their passengers at all.   
Several flights were cancelled on that day due to fog in Delhi and Indigo must have ascertained in advance that the flight from Chandigarh would be cancelled too but instead of apprising passengers they chose to inform them of delays even though the flight was going to be cancelled. Also they made no attempt to assist stranded passenger. Offered no compensation. in fact airline seats got more expensive and Indigo would only refund the amount paid for their ticket. The excess we had to pay for tickets booked so late was of course our problem not Indigo's !! Truly pathetic service and customer care.",Domestic,1.0,January 2019,25 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
On Time Service,Chandra Mohan Agarwala,Kolkata (Calcutta) - Ranchi,Short flying time. on time service. Well mannered and courteous staff and cabin crew. neat and clean aircraft.,Domestic,4.0,January 2019,24 January 2019,3.0,3.0,N/A,4.0,4.0,4.0,4.0,N/A
Missed my flight even though I was there 1 hour prior to departure,rahilpanja,Bengaluru - Colombo,"They write gates close 45 mins before. I had no hand luggage. I missed my passport and got it to airport dropped by family an hour before Indigo flight. However the guys were heartless. Sneha, Sandeep at Bangalore airport were too busy and kept me bouncing. Arun was the only saving grace and calmly explained he couldn’t do much. I hurried and opted a flight from chennai to Colombo. Was asked to pay 5117 more. Finally cancelled all and flew with Sri Lanka airways the same evening. Bad experience!! I don’t say I’m at fault, however these guys could have helped. They showed their back on me for 5 mins delay! 

Would never fly with them again!",Asia,2.0,January 2019,24 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dissapointed,Illusseries,Mumbai - New Delhi,Quite disappointed with the services of indigo. The staff at the counters are really rude. Even if have 1 kg extra luggage they don’t adjust. Food quality is also bad.,Domestic,1.0,June 2018,24 January 2019,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
Performance deteriorating,dsanyal,Mumbai - Kolkata (Calcutta),Boarding process was clumsy . Kept us waiting in different places. Flight delayed by more than an hour. Food served was bad. (purchased).,Domestic,2.0,January 2019,23 January 2019,1.0,1.0,N/A,2.0,2.0,3.0,1.0,2.0
Nice Service.,Habib,Bagdogra - Mumbai,I enjoy with the service of the staff. Delightful girl. Smile with their face. Good service. Only one problem the price of the product is very high. Rest all are good.,Domestic,5.0,January 2019,23 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Basic budget airline,2catsinJP,Dhaka City - Kolkata (Calcutta),"Clean, efficient, on time, safe. What more could you want from a budget airline? When the boarding was completed in Dhaka and every passenger was on board, we got cleared to take off early and we landed in Kolkata early.",Asia,2.0,January 2019,23 January 2019,3.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0
rough baggage handling and rude ground staff,sachin bhonsle,Dubai - Mumbai,"beware. 
worst possible service at indigo.
1. no online check in for international flight.
2. no inflight entertainment which is understandable.
3. on landing both bags damaged. ground staff rude and refused to file a report. They kept on insisting that the bag was overstuffed (15kg) and that torn bag and wheel which has come off is minor wear and tear
(seats 14a and 14b)
4. inflight - seat 14 c - served foul smelled pudding. 
5. inflight seat 15a- served foul smelling food

completely unacceptable and rubbish service",International,1.0,January 2019,23 January 2019,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0
Worst Airlines in the world,Gerson A,Udaipur - Goa,"all sort off problems, we loose a flyght to Goa because a delay from and they dont rush to resolve our problem just kept us waiting.",Domestic,1.0,January 2019,22 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Flying ✈ with indigo,celin,Dubai - Kochi (Cochin),"It was my first travel experience with indigo air lines.to attending a business meeting in cochin. Every process is going in prefesanal way.on bord they have young and charming crew it was very impressive.
Large Legspace Is the main feature in this flight. Thank you team indigo for giving me a comfortable flight.",International,4.0,N/A,21 January 2019,5.0,5.0,3.0,5.0,4.0,N/A,N/A,N/A
Flying Udaipur to Goa with Indigo,@family-world-travel,Udaipur - Goa,"Even though the flight was a bit delayed both from Udaipur and Bengaluru, our flight went extremely smooth. The staff was wonderful and accomdating. We arrived at Dabolim, Goa and got our luggage within 10 minutes. We will for sure fly IndiGo again!",Domestic,3.0,January 2019,21 January 2019,4.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0
It was okay but late .,Dr Shruti Babu,Nagpur - Kochi (Cochin),The flight got delayed and we almost wasted a whole day at the airport and we reached at our destination almost at 12midnight. Otherwise the service is good. The staff is polite and everything else is good .,Domestic,2.0,N/A,21 January 2019,2.0,3.0,2.0,5.0,2.0,N/A,N/A,N/A
Such a pleasant surprise,Mark_Bay_64,Tiruchirappalli - Chennai (Madras),"Great airline that empowers women, the cabin was clean and service faultless, we will definitely fly with tm again",Domestic,5.0,January 2019,21 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
What a great little airline,Louise D,Chennai (Madras) - Tiruchirappalli,"I was extremely impressed with this little airline.  The lady crew member was delightful, very sweet, helpful and efficient and very well behaved when some of the passengers were quite rude to her.  The flight was on time and comfortable.  Although I've never been on a place where the seats faced other passengers.  The flight was very inexpensive and we got a sandwich, and a drink on board.  I had not heard of this airline before but will definitely use it again if the optiion arises",Domestic,4.0,December 2018,21 January 2019,4.0,4.0,N/A,5.0,5.0,5.0,5.0,4.0
Indi-YouNo-Go,Kush,Phuket - London,"What a bunch of charlatans, if there was the option for minuses, they would get 5! Our story begins when we originally booked an IndiGo flight from Phuket to Delhi with a 5 hour transfer in Delhi, to London Heathrow. 

After arriving at the airport at 5am scheduled to leave at  7.10 am the flight attendants denied us access onto the flight, on the basis that we had not acquired a transit visa, the flight manger’s precise words were:

 “It’s the responsibility of the customer to pre-arrange the transit visa”

Fair one, but it would have been nice to know this before we paid for the tickets. Moreover, after several hours of drinking cheap coffee from the seven eleven and trying to make a thousand phone calls to the Indian immigration authority, and the Indian embassy in Bangkok we finally managed to get through to both to which they replied: 

“what’s the problem, you would have been fine if they’d  let you onto the flight”

On further research there is a transit visa that you have to acquire for transits but can only be obtained at the embassy itself in Bangkok, and can take up to thirty days to process, with no guarantee of actually acquiring. This seems an excessive amount of time to wait for a 5-hour transit visa! Anyway, what originally cost us £1000 now cost us double, as we had to organise a new flight for the next day! So, all I can say is thanks a bunch Indigo or  INDI-YouNo-GO as your company should be called!",International,1.0,January 2019,21 January 2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRAVEL FROM BANGALORE TO TRICHY,jaya b,Bengaluru - Tiruchirappalli,"we were five of us travelling from bangalore to trichy by Indigo non stop.  though the flight was delayed by a few minutes due fog, the pilot managed to reach the destination just five minutes late.  wonderful.  the announcement was made by the pilot which was understandable and he sincerely apologised.  while coming also the same gentleman pilot i think he is from south africanone  Mr.Mike i could not get his name properly.  he wasvery courteous in fact after we alighted in bnagalore airport he was there to bid us bye this is a real gentleman which i have never heard of.  he really deserves appreciation for his polite nature and speaking to us in a cordial way.and wishing us and thanking us.  all these made us feel very happy we were very happy with the crew especially the Pilot.  i wish all are like this since it will make us to go by  indigo if such gentleman and crew are there.  god bless him",Domestic,5.0,December 2018,21 January 2019,3.0,3.0,N/A,4.0,3.0,4.0,5.0,N/A
